filename,n_gt,n_pred,tp,fp,fn,loc,category
new_fire_fire-542_png_jpg.rf.e086373b5fee4129d6565509604f68c6.jpg,1,8,0,7,0,1,localization
new_fire_fire-640_png_jpg.rf.60d1ce81bb26dd3a1fd71d2f503f10c2.jpg,1,1,1,0,0,0,true_positive
new_fire_fire-698_png_jpg.rf.58d6a6c08072c1f5ca041219823fc2ff.jpg,2,3,1,1,0,1,localization
new_fire_fire-742_png_jpg.rf.9c865660328c38a66961556b19c04bab.jpg,1,1,1,0,0,0,true_positive
new_fire_fire-742_png_jpg.rf.bf627b664255ef610da885f0cd8bd04b.jpg,1,1,1,0,0,0,true_positive
new_fire_fire-7_png_jpg.rf.4a6349eae8ddddda2a1c2b481a86301c.jpg,10,1,0,0,9,1,localization
NoiseWEBFire057_jpg.rf.89a8d655d59212735c96537d5fd76fc9.jpg,4,2,2,0,2,0,false_negative
NoiseWEBFire1048_jpg.rf.9ca7b3d43a9c71bfe6933f81ccfcff40.jpg,5,1,0,0,4,1,localization
NoiseWEBFire1053_jpg.rf.bec7984011856d67ef201f1b293ff279.jpg,9,4,2,2,7,0,mixed_error
NoiseWEBFire1077_jpg.rf.94d6cd965e8ed6f0fa6bbf51f88e00a3.jpg,8,5,5,0,3,0,false_negative
NoiseWEBFire1091_jpg.rf.980d4c871cb2aef1d46f3ce59022df92.jpg,2,3,2,1,0,0,false_positive
NoiseWEBFire1096_jpg.rf.cdc2c61a10d32496296454f3d31a8c26.jpg,1,1,1,0,0,0,true_positive
NoiseWEBFire1143_jpg.rf.eaf69ef54866e477498ce941d4091dfc.jpg,1,1,1,0,0,0,true_positive
NoiseWEBFire1363_jpg.rf.855e956a69f9fa2839531ed729940778.jpg,5,4,1,1,2,2,localization
NoiseWEBFire1363_jpg.rf.e2db2ef5e8c242c5425ef037a4a0ccd2.jpg,5,1,0,0,4,1,localization
NoiseWEBFire1385_jpg.rf.e886efb2cb33689f0ef269ef497a53c9.jpg,2,1,0,0,1,1,localization
NoiseWEBFire148_jpg.rf.34aeccbdca78246ea0bee0fcaabc35ca.jpg,2,1,1,0,1,0,false_negative
NoiseWEBFire2053_jpg.rf.b940993d7ed9d31088793a4d6657ea4e.jpg,1,1,1,0,0,0,true_positive
NoiseWEBSmoke1203_jpg.rf.1d5792645a5f7fbca542e4bb08f4ed97.jpg,8,1,1,0,7,0,false_negative
NoiseWEBSmoke2944_jpg.rf.46969405c0cfadc5a25c83c8c5a6508f.jpg,3,3,2,0,0,1,localization
NoiseWEBSmoke3087_jpg.rf.d736b1901daad3ab44210f23419b818d.jpg,4,3,3,0,1,0,false_negative
NoiseWEBSmoke409_jpg.rf.75c1e2efd94d2ed6049e1d68e5d97a91.jpg,1,2,0,1,0,1,localization
WEBFire057_jpg.rf.c1fd3e21ffa62fdaa692e19ca7932d5d.jpg,4,3,2,1,2,0,mixed_error
WEBFire1051_jpg.rf.ce7c62baf2f3d1399ce9cbbcb2870cca.jpg,3,2,2,0,1,0,false_negative
WEBFire1066_jpg.rf.2d1b76c1b7b113d7112f3f130134bba3.jpg,3,3,2,1,1,0,mixed_error
WEBFire1077_jpg.rf.440264382b862c7ca7b009c5a6fe6fe6.jpg,9,5,5,0,4,0,false_negative
WEBFire1091_jpg.rf.11e8b8e2ac91e57246cfda005c65c32a.jpg,2,3,2,1,0,0,false_positive
WEBFire1096_jpg.rf.c234c1864e4055b78c657e1c9efa1bd8.jpg,1,1,1,0,0,0,true_positive
WEBFire1259_jpg.rf.59e0714ce24838cdf5c6bcf9e964485d.jpg,2,1,0,0,1,1,localization
WEBFire1345_jpg.rf.2d2efb451f2bde60bd4a969379da751e.jpg,3,2,1,0,1,1,localization
WEBFire1345_jpg.rf.a4fed3263a3a8abcb89c4ff841b5c1c6.jpg,3,1,0,0,2,1,localization
WEBFire1360_jpg.rf.7b069774a11e186374b76081ab28c305.jpg,4,4,3,1,1,0,mixed_error
WEBFire1417_jpg.rf.dd13ecfde1bdeb36977faafd5df8376a.jpg,1,3,0,2,0,1,localization
WEBFire1442_jpg.rf.2494d15fe217be85eca6176ff6039fd3.jpg,2,1,1,0,1,0,false_negative
WEBFire1530_jpg.rf.0a66150cd0c0bbaad80eb4872ea0e85b.jpg,1,1,1,0,0,0,true_positive
WEBFire1532_jpg.rf.e788619dc352594d07b144e9a2f9d6b1.jpg,3,3,3,0,0,0,true_positive
WEBFire1545_jpg.rf.c8b3e71084c0792059fdce5fdddec022.jpg,2,1,1,0,1,0,false_negative
WEBFire1553_jpg.rf.5faf48bd98bb69df8eb77fa5170dea12.jpg,1,1,1,0,0,0,true_positive
WEBFire1584_jpg.rf.5b115a711a39b1e9b98ee33eb6d1af27.jpg,4,5,4,1,0,0,false_positive
WEBFire1584_jpg.rf.cae79eac1a8c33c802e5837182102597.jpg,4,2,0,0,2,2,localization
WEBFire1716_jpg.rf.d0f9c195f129d33e4c51f0c6e21096a2.jpg,1,1,1,0,0,0,true_positive
WEBFire1736_jpg.rf.c046062e578f9ec114e6831233df7656.jpg,1,1,1,0,0,0,true_positive
WEBFire1883_jpg.rf.b409c547c6c1ba14919f6f64f367c40b.jpg,2,2,2,0,0,0,true_positive
WEBFire2053_jpg.rf.01bb14f8e719a6ed16d392a33425b967.jpg,1,2,1,1,0,0,false_positive
WEBFire2053_jpg.rf.19c452e9448650f3f0590447a4c31f28.jpg,1,1,1,0,0,0,true_positive
WEBFire2132_jpg.rf.88b5f33096ec2feecbadfcf1177b4341.jpg,4,3,2,1,2,0,mixed_error
WEBFire253_jpg.rf.ab1033526e25ba608adad6434ba226b6.jpg,7,5,4,1,3,0,mixed_error
WEBFire785_jpg.rf.00e41b91d8a2554f04d9818a857ded9b.jpg,3,1,1,0,2,0,false_negative
WEBFire938_jpg.rf.39bf5717b12ceab22f1c122796233ed3.jpg,6,7,3,2,1,2,localization
WEBFire938_jpg.rf.3a89b76c5d05d4239f47d130423841c0.jpg,6,7,3,2,1,2,localization
WEBSmoke1003_jpg.rf.b1a5e011254a13b820f6c13ac886f154.jpg,7,7,2,4,4,1,localization
WEBSmoke1072_jpg.rf.e808a51a981429e6a681bc17d5d785e7.jpg,4,0,0,0,4,0,false_negative
WEBSmoke1304_jpg.rf.2576b6b65c086e57401c0d4fc6e7dc3f.jpg,14,1,1,0,13,0,false_negative
WEBSmoke2277_jpg.rf.d07c759dc7513127e8a05aca3539b6e3.jpg,4,5,1,2,1,2,localization
WEBSmoke2277_jpg.rf.d982ad7b111e6b3547651df5d7800313.jpg,4,3,0,1,2,2,localization
WEBSmoke2284_jpg.rf.94c54a14f5c9e320a8b78d9901b9ee94.jpg,3,2,2,0,1,0,false_negative
WEBSmoke2286_jpg.rf.15db5a7bd594a8129a1887906f3d72ed.jpg,3,2,1,0,1,1,localization
WEBSmoke2287_jpg.rf.0afa9118589b45b52c46ecaa734e0085.jpg,3,3,3,0,0,0,true_positive
WEBSmoke2289_jpg.rf.55b7db7ddd6c8013ddf0b58252879fe0.jpg,3,3,2,0,0,1,localization
WEBSmoke2290_jpg.rf.976143577933e4b31e5850cd68f9fa99.jpg,3,4,2,1,0,1,localization
WEBSmoke2293_jpg.rf.edad20479e84ffc1736ee7c17ec12861.jpg,3,2,1,0,1,1,localization
WEBSmoke2356_jpg.rf.3807073493b99a89f4c6371eda4d002a.jpg,3,2,1,0,1,1,localization
WEBSmoke2356_jpg.rf.ea7f3bf4713364ddc23a8440d273f08b.jpg,3,2,0,1,2,1,localization
WEBSmoke2357_jpg.rf.46c9101525874776a923ca6ecaba30d9.jpg,3,3,1,1,1,1,localization
WEBSmoke2367_jpg.rf.ee43f531b12e1e26171bf5c7d5671a5d.jpg,10,4,3,1,7,0,mixed_error
WEBSmoke2374_jpg.rf.6998b4d483ea9e646f5662e664097c80.jpg,6,5,2,2,3,1,localization
WEBSmoke2378_jpg.rf.4076e6eb7d3aa863b088eebd6b6970d2.jpg,4,2,2,0,2,0,false_negative
WEBSmoke2380_jpg.rf.2729d6927f4c939ba81d848ca55ff369.jpg,2,2,2,0,0,0,true_positive
WEBSmoke2385_jpg.rf.a64bba5b50856c258c02d2ad61e83f2c.jpg,5,5,2,1,1,2,localization
